run_id,scenario_id,rep_id,dgp_name,dgp.input_representation,dgp.dist_variant,dgp.sigma_v,dgp.kappa_sigmaU_over_sigmaV,dgp.sigma_eps,dgp.beta,dgp.distractors.p_u,dgp.distractors.u_noise_scale_mult,dgp.distractors.p_noise,dgp.distractors.noise_scale_mult,dgp.prevalence_target,feature_set,colsamp_arm,s,colsample_bylevel,colsample_bynode,max_depth,regime,n_estimators_cap,n_estimators_used,best_iteration,train_seconds,valid_rocauc,valid_prauc,test_rocauc,test_prauc,valid_latent_corr,test_latent_corr,nthread,cooc_mean,cooc_log_a__log_b,cooc_path_mean,cooc_path_log_a__log_b,valid_prauc_base,valid_rocauc_base,valid_latent_corr_base,test_prauc_base,test_rocauc_base,test_latent_corr_base,cooc_mean_base,cooc_path_mean_base,delta_valid_prauc,delta_valid_rocauc,delta_valid_latent_corr,delta_test_prauc,delta_test_rocauc,delta_test_latent_corr,delta_cooc_mean,delta_cooc_path_mean
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,188,187,1.840203592000762,0.8180215622824776,0.2312891901909243,0.7957591123186049,0.1927704778462377,0.8657769953468047,0.863087410874956,14,0.7385321100917431,0.7385321100917431,0.6069633730184189,0.6069633730184189,0.2312891901909243,0.8180215622824776,0.8657769953468047,0.1927704778462377,0.7957591123186049,0.863087410874956,0.7385321100917431,0.6069633730184189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,35,34,0.4211055539999506,0.835707416086164,0.2775421780342156,0.8154047467197525,0.2179018626981049,0.8515989252306388,0.8520246074663897,14,0.0,0.0,0.0,0.0,0.2775421780342156,0.835707416086164,0.8515989252306388,0.2179018626981049,0.8154047467197525,0.8520246074663897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,92,91,0.8111802560015349,0.8090210893787958,0.2331370913492545,0.7932213889876484,0.1944987882241916,0.840147538067848,0.8385246869312136,14,0.9508196721311476,0.9508196721311476,0.8263101197527429,0.8263101197527429,0.2312891901909243,0.8180215622824776,0.8657769953468047,0.1927704778462377,0.7957591123186049,0.863087410874956,0.7385321100917431,0.6069633730184189,0.0018479011583301952,-0.009000472903681778,-0.025629457278956713,0.001728310377953901,-0.002537723330956476,-0.02456272394374237,0.21228756203940446,0.21934674673432408
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,12,11,0.4189618770033121,0.8314773192206122,0.2802932902542998,0.8081901546793006,0.2130831970803131,0.7613645522932982,0.7640962860138294,14,0.1666666666666666,0.1666666666666666,0.0303636839351125,0.0303636839351125,0.2775421780342156,0.835707416086164,0.8515989252306388,0.2179018626981049,0.8154047467197525,0.8520246074663897,0.0,0.0,0.002751112220084173,-0.004230096865551758,-0.0902343729373406,-0.0048186656177918175,-0.007214592040451939,-0.08792832145256035,0.1666666666666666,0.0303636839351125
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,133,132,1.4809354119934142,0.8107382079607225,0.2343287831129364,0.797253408577909,0.1929444903630998,0.8490903272583921,0.8465244549218734,14,0.8588957055214724,0.8588957055214724,0.6693209312841213,0.6693209312841213,0.2312891901909243,0.8180215622824776,0.8657769953468047,0.1927704778462377,0.7957591123186049,0.863087410874956,0.7385321100917431,0.6069633730184189,0.0030395929220120854,-0.007283354321755087,-0.01668666808841268,0.00017401251686210983,0.0014942962593041953,-0.016562955953082548,0.1203635954297293,0.06235755826570244
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,29,28,0.7662473989985301,0.8343618191382526,0.2749302933131642,0.8109628460498082,0.2236473686959594,0.8141148498920907,0.8145755099104761,14,0.2033898305084746,0.2033898305084746,0.0778341714782392,0.0778341714782392,0.2775421780342156,0.835707416086164,0.8515989252306388,0.2179018626981049,0.8154047467197525,0.8520246074663897,0.0,0.0,-0.002611884721051394,-0.001345596947911365,-0.03748407533854814,0.005745505997854478,-0.004441900669944321,-0.037449097555913635,0.2033898305084746,0.0778341714782392
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,89,88,0.8727616570031387,0.8034487983697225,0.25018154137873,0.7860257159238309,0.2238790906124891,0.8440002911781307,0.8319242620219048,14,0.9159663865546218,0.9159663865546218,0.8514126862866359,0.8514126862866359,0.25018154137873,0.8034487983697225,0.8440002911781307,0.2238790906124891,0.7860257159238309,0.8319242620219048,0.9159663865546218,0.8514126862866359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,10,9,0.2920732780039543,0.8253612100247127,0.2505015594302898,0.8046613820689748,0.2502456514432542,0.7655837983038508,0.7588409973619565,14,0.0,0.0,0.0,0.0,0.2505015594302898,0.8253612100247127,0.7655837983038508,0.2502456514432542,0.8046613820689748,0.7588409973619565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,88,87,0.7376987220050069,0.8040467049197348,0.2493122626222393,0.7827504229015392,0.2167464505765576,0.837606486850383,0.8265202136125439,14,0.940677966101695,0.940677966101695,0.8406044050111845,0.8406044050111845,0.25018154137873,0.8034487983697225,0.8440002911781307,0.2238790906124891,0.7860257159238309,0.8319242620219048,0.9159663865546218,0.8514126862866359,-0.0008692787564907045,0.0005979065500123504,-0.006393804327747721,-0.007132640035931503,-0.003275293022291681,-0.005404048409360929,0.024711579547073148,-0.010808281275451415
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,9,8,0.2538287810020847,0.8272438601796612,0.2511734185717951,0.8056461325403512,0.2486542439550852,0.7347936698179665,0.7264755834925758,14,0.1025641025641025,0.1025641025641025,0.0478632478632478,0.0478632478632478,0.2505015594302898,0.8253612100247127,0.7655837983038508,0.2502456514432542,0.8046613820689748,0.7588409973619565,0.0,0.0,0.0006718591415053043,0.0018826501549484842,-0.03079012848588436,-0.0015914074881690221,0.000984750471376472,-0.032365413869380744,0.1025641025641025,0.0478632478632478
