run_id,scenario_id,rep_id,dgp_name,dgp.input_representation,dgp.dist_variant,dgp.sigma_v,dgp.kappa_sigmaU_over_sigmaV,dgp.sigma_eps,dgp.beta,dgp.distractors.p_u,dgp.distractors.u_noise_scale_mult,dgp.distractors.p_noise,dgp.distractors.noise_scale_mult,dgp.prevalence_target,feature_set,colsamp_arm,s,colsample_bylevel,colsample_bynode,max_depth,regime,n_estimators_cap,n_estimators_used,best_iteration,train_seconds,valid_rocauc,valid_prauc,test_rocauc,test_prauc,valid_latent_corr,test_latent_corr,nthread,cooc_mean,cooc_log_a__log_b,cooc_path_mean,cooc_path_log_a__log_b,valid_prauc_base,valid_rocauc_base,valid_latent_corr_base,test_prauc_base,test_rocauc_base,test_latent_corr_base,cooc_mean_base,cooc_path_mean_base,delta_valid_prauc,delta_valid_rocauc,delta_valid_latent_corr,delta_test_prauc,delta_test_rocauc,delta_test_latent_corr,delta_cooc_mean,delta_cooc_path_mean
phase0_20251220_221807,0,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,108,107,0.9169439839970436,0.7792171144839358,0.2015337425681963,0.776964783654142,0.194711443359021,0.8155111183791544,0.8030232849017198,14,0.7391304347826086,0.7391304347826086,0.6523540871366956,0.6523540871366956,0.2015337425681963,0.7792171144839358,0.8155111183791544,0.194711443359021,0.776964783654142,0.8030232849017198,0.7391304347826086,0.6523540871366956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221807,0,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,86,85,0.7209991769996122,0.7963334715074853,0.2294293262589344,0.8084446175441015,0.2358845762153344,0.9349663943785288,0.9357075889093084,14,0.0,0.0,0.0,0.0,0.2294293262589344,0.7963334715074853,0.9349663943785288,0.2358845762153344,0.8084446175441015,0.9357075889093084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221807,0,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,46,45,0.7080682769956184,0.7755063648335109,0.1944397699820143,0.7771410622740372,0.1936502761199899,0.7908211584847631,0.7845533775562492,14,0.9605263157894736,0.9605263157894736,0.8704445408392774,0.8704445408392774,0.2015337425681963,0.7792171144839358,0.8155111183791544,0.194711443359021,0.776964783654142,0.8030232849017198,0.7391304347826086,0.6523540871366956,-0.0070939725861820235,-0.0037107496504249493,-0.024689959894391267,-0.0010611672390311022,0.00017627861989522042,-0.018469907345470604,0.22139588100686491,0.21809045370258173
phase0_20251220_221807,0,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,10,9,0.6599961489991983,0.7936086378661786,0.2168314724824041,0.8021777536586787,0.2291709608508398,0.7462478865782628,0.7480974341243072,14,0.05,0.05,0.024047619047619,0.024047619047619,0.2294293262589344,0.7963334715074853,0.9349663943785288,0.2358845762153344,0.8084446175441015,0.9357075889093084,0.0,0.0,-0.012597853776530304,-0.002724833641306712,-0.188718507800266,-0.006713615364494607,-0.0062668638854227465,-0.1876101547850012,0.05,0.024047619047619
phase0_20251220_221807,0,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,53,52,0.543475671998749,0.7619314669778707,0.1910535451553254,0.7672845339968547,0.1953980111369531,0.7643147985786471,0.7560570346744018,14,0.9156626506024096,0.9156626506024096,0.7850775730293801,0.7850775730293801,0.2015337425681963,0.7792171144839358,0.8155111183791544,0.194711443359021,0.776964783654142,0.8030232849017198,0.7391304347826086,0.6523540871366956,-0.0104801974128709,-0.017285647506065094,-0.051196319800507206,0.0006865677779321067,-0.00968024965728731,-0.04696625022731804,0.17653221581980094,0.13272348589268446
phase0_20251220_221807,0,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,63,62,0.6601033420010936,0.7956516268581235,0.2201543351453676,0.8077662678811536,0.2332868697503803,0.8961858827991979,0.896521151329512,14,0.053763440860215,0.053763440860215,0.0285137801266833,0.0285137801266833,0.2294293262589344,0.7963334715074853,0.9349663943785288,0.2358845762153344,0.8084446175441015,0.9357075889093084,0.0,0.0,-0.009274991113566777,-0.0006818446493618291,-0.038780511579330934,-0.002597706464954108,-0.0006783496629478858,-0.03918643757979634,0.053763440860215,0.0285137801266833
phase0_20251220_221807,0,1,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,127,126,0.9287786599961692,0.805062376842912,0.2155560326241728,0.775421066732156,0.1942033479705204,0.8079545091857073,0.8074187067081228,14,0.7197452229299363,0.7197452229299363,0.644010748628583,0.644010748628583,0.2155560326241728,0.805062376842912,0.8079545091857073,0.1942033479705204,0.775421066732156,0.8074187067081228,0.7197452229299363,0.644010748628583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221807,0,1,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,2,1,0.4030686830010381,0.832831073660129,0.2376549451918394,0.8016089169699269,0.2091649327467782,0.740117662325421,0.7387320349637434,14,0.0,0.0,0.0,0.0,0.2376549451918394,0.832831073660129,0.740117662325421,0.2091649327467782,0.8016089169699269,0.7387320349637434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221807,0,1,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,138,137,1.086043682997115,0.799123868925085,0.2048913323952545,0.7770404768815165,0.1949717495234414,0.8065822209494924,0.8046512403356748,14,0.7440476190476191,0.7440476190476191,0.634375099107242,0.634375099107242,0.2155560326241728,0.805062376842912,0.8079545091857073,0.1942033479705204,0.775421066732156,0.8074187067081228,0.7197452229299363,0.644010748628583,-0.0106647002289183,-0.005938507917827018,-0.0013722882362149358,0.0007684015529209887,0.0016194101493604007,-0.0027674663724479576,0.024302396117682812,-0.009635649521340994
phase0_20251220_221807,0,1,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,2,1,0.199683521001134,0.8332814893039493,0.2404534411862386,0.8011317005648455,0.2041182860056401,0.7429598354853651,0.7406902503841742,14,0.0625,0.0625,0.0290178571428571,0.0290178571428571,0.2376549451918394,0.832831073660129,0.740117662325421,0.2091649327467782,0.8016089169699269,0.7387320349637434,0.0,0.0,0.002798495994399186,0.0004504156438203122,0.0028421731599441724,-0.005046646741138083,-0.0004772164050813599,0.001958215420430842,0.0625,0.0290178571428571
phase0_20251220_221807,0,1,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,155,154,0.9547492199999396,0.7964436096565063,0.2057049710419562,0.7727200776941796,0.196322466584578,0.8103213111836703,0.8110279045592523,14,0.7189189189189189,0.7189189189189189,0.5771829821829823,0.5771829821829823,0.2155560326241728,0.805062376842912,0.8079545091857073,0.1942033479705204,0.775421066732156,0.8074187067081228,0.7197452229299363,0.644010748628583,-0.009851061582216603,-0.008618767186405751,0.0023668019979630195,0.0021191186140575857,-0.0027009890379764423,0.003609197851129564,-0.0008263040110173536,-0.06682776644560073
phase0_20251220_221807,0,1,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,17,16,0.431374551000772,0.8362844804072497,0.2474748399191632,0.810221919582059,0.2189462115259929,0.7614442452269696,0.7604028237488604,14,0.1489361702127659,0.1489361702127659,0.0685951164674568,0.0685951164674568,0.2376549451918394,0.832831073660129,0.740117662325421,0.2091649327467782,0.8016089169699269,0.7387320349637434,0.0,0.0,0.00981989472732378,0.003453406747120691,0.021326582901548652,0.009781278779214697,0.008613002612132159,0.021670788785116968,0.1489361702127659,0.0685951164674568
phase0_20251220_221807,1,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,118,117,1.2026838259989745,0.780900675295502,0.1995033472093585,0.7917539100369375,0.2162846135307042,0.8060749564546665,0.8092314851426603,14,0.7567567567567568,0.7567567567567568,0.6458041770541768,0.6458041770541768,0.1995033472093585,0.780900675295502,0.8060749564546665,0.2162846135307042,0.7917539100369375,0.8092314851426603,0.7567567567567568,0.6458041770541768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221807,1,0,continuous_logratio,log,normal,1.0,8.0,0.08,1.4,0,1.0,80,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,43,42,0.4343339289989671,0.8147715777463691,0.2432829902671543,0.8163015100197573,0.2381811129613213,0.8812871189119302,0.8788458775498129,14,0.0,0.0,0.0,0.0,0.2432829902671543,0.8147715777463691,0.8812871189119302,0.2381811129613213,0.8163015100197573,0.8788458775498129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
