dgp_name,feature_set,colsamp_arm,s,max_depth,regime,test_rocauc_mean,test_rocauc_std,test_rocauc_count,test_prauc_mean,test_prauc_std,test_prauc_count,cooc_mean_mean,cooc_mean_std,cooc_mean_count,delta_valid_prauc_mean,delta_valid_prauc_std,delta_valid_prauc_count,delta_valid_rocauc_mean,delta_valid_rocauc_std,delta_valid_rocauc_count,delta_valid_latent_corr_mean,delta_valid_latent_corr_std,delta_valid_latent_corr_count,delta_test_prauc_mean,delta_test_prauc_std,delta_test_prauc_count,delta_test_rocauc_mean,delta_test_rocauc_std,delta_test_rocauc_count,delta_test_latent_corr_mean,delta_test_latent_corr_std,delta_test_latent_corr_count,delta_cooc_mean_mean,delta_cooc_mean_std,delta_cooc_mean_count,delta_cooc_path_mean_mean,delta_cooc_path_mean_std,delta_cooc_path_mean_count
count_exposure,F0,C0,1.0,4,early_stopping,0.787169393238436,0.013308564314038308,12,0.19492451625149573,0.013411946686156955,12,0.9550919356751191,0.07039114214598381,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12
count_exposure,F0,C1,0.4,4,early_stopping,0.784749008505271,0.01302800798070932,12,0.19524726874256979,0.015907380565921187,12,0.6297569391385521,0.07982019973119431,12,-0.0014812794612733965,0.008488655935273856,12,-0.002767201855208651,0.007637919391381165,12,0.02092080032850786,0.07929806637681854,12,0.00032275249107405896,0.009177367511394679,12,-0.0024203847331650727,0.006189004592188953,12,0.01991326062651061,0.08050915981349017,12,-0.32533499653656706,0.09939038972102063,12,-0.4054511627100406,0.12217723661671885,12
count_exposure,F0,C1,0.6,4,early_stopping,0.784851130411178,0.009734542857529723,12,0.19753526730853677,0.0146592730045578,12,0.8812747490940184,0.07207462712501983,12,-0.0003278191409071517,0.005557693318716979,12,-0.0020473183885218274,0.008307702350764326,12,-0.000824278428205529,0.07539207269509873,12,0.00261075105704104,0.00637253872754339,12,-0.002318262827258083,0.009059006941671194,12,-0.0009992159670582275,0.07578352135477077,12,-0.07381718658110076,0.07939106864878363,12,-0.14120590027237503,0.11250669339272121,12
count_exposure,F0,C1,0.8,4,early_stopping,0.7872132690031295,0.012856281913378056,12,0.1972653448450056,0.014505088445241418,12,0.924160300772892,0.10654368731948374,12,0.002589229802677423,0.004199352695836815,12,0.000988862105093626,0.00446962029251086,12,0.005980784576267791,0.06037253487184554,12,0.002340828593509881,0.00586747814312455,12,4.387576469335371e-05,0.005842508393139163,12,0.006586937423619728,0.06128288792958202,12,-0.03093163490222714,0.12897641858234898,12,-0.06552382633119376,0.1623481453578314,12
count_exposure,F0,C1,0.9,4,early_stopping,0.7871596696640183,0.013465867902719844,12,0.19701913402348883,0.014418806898749763,12,0.9540311635989274,0.10254804133386305,12,0.0015858121102184444,0.0028316430692571725,12,0.0004035927782185626,0.0021161509345943913,12,0.0020835075017375713,0.04247887791675367,12,0.002094617771993122,0.0045047651502103025,12,-9.723574417752623e-06,0.0036525354677003595,12,0.0021261729101773597,0.04284369867628134,12,-0.0010607720761917165,0.11954382081049952,12,-0.009156820284044595,0.14372793752910307,12
count_exposure,F0,C2,0.4,4,early_stopping,0.7856812465498849,0.012778107591633822,12,0.19571683811370577,0.014338838068705376,12,0.8177383405683284,0.07384285985419602,12,-0.001251396812753355,0.00527620135727582,12,0.00043195864608998785,0.0060405154487214625,12,0.04032578856449067,0.060792022023463926,12,0.000792321862210045,0.0066456104024519925,12,-0.0014881466885510637,0.00829561145673664,12,0.03880755953364783,0.06260574509070549,12,-0.1373535951067908,0.06691236059257885,12,-0.4098466703894903,0.08127499460266645,12
count_exposure,F0,C2,0.6,4,early_stopping,0.7859813396742276,0.011715045863937693,12,0.19721257661318994,0.012026020961698167,12,0.8949368485718612,0.14295373994888805,12,-0.0006334841667741606,0.00490853052060877,12,-0.0007156699321435681,0.0037415075533704105,12,0.013844135541902733,0.04179868860658932,12,0.002288060361694227,0.005431770662474314,12,-0.0011880535642085077,0.0037399409704308244,12,0.013168785853698184,0.041799680036040475,12,-0.06015508710325789,0.1314941666093035,12,-0.18339374279820064,0.1328589887373353,12
count_exposure,F0,C2,0.8,4,early_stopping,0.7869919161363882,0.011537199556490504,12,0.19697272229238086,0.01417492554737322,12,0.9715216858238427,0.05291180138942441,12,0.0030168872619228057,0.004602169875875206,12,0.0007047626666515927,0.00385361204802411,12,-0.0013557052493452793,0.062206594562738166,12,0.0020482060408851302,0.004628832106395409,12,-0.0001774771020478146,0.004074598459966185,12,-0.0014265647590108084,0.062337934559342785,12,0.016429750148723565,0.08032729450464375,12,-0.022919143318086154,0.10924561853664407,12
count_exposure,F0,C2,0.9,4,early_stopping,0.7875384498412248,0.01281991916856801,12,0.1989809645702271,0.01545210436134387,12,0.9700645031809197,0.0632687329583522,12,0.0028988148439203685,0.00306700407867503,12,-3.305270505692589e-05,0.0036123096080864854,12,0.001960500572139978,0.041349729034813036,12,0.004056448318731383,0.005566687530583171,12,0.0003690566027887236,0.003700354863926577,12,0.0015935466586075864,0.04190426347427038,12,0.014972567505800533,0.024896573146990845,12,0.008305936161684227,0.045938290596235457,12
count_exposure,F0,C3,0.4,4,early_stopping,0.7760831923485733,0.01516243319827182,12,0.188193519297252,0.01456012036735982,12,0.3657109420643277,0.023536271233258372,12,-0.012564568491126043,0.00936002305252606,12,-0.012772344817383069,0.011125522005241185,12,0.011044877263256444,0.07937496149928133,12,-0.006730996954243722,0.00784469544377552,12,-0.011086200889862804,0.009817491753921171,12,0.010729635698319842,0.08065030556759704,12,-0.5893809936107913,0.08361578949349092,12,-0.7575252449485101,0.10360064463859003,12
