run_id,scenario_id,rep_id,dgp_name,dgp.mu_loge,dgp.sigma_loge,dgp.sigma_v,dgp.beta,dgp.dispersion_phi,dgp.smoothing_s,dgp.distractors.p_e,dgp.distractors.loge_noise_scale_mult,dgp.distractors.p_noise,dgp.distractors.noise_scale_mult,dgp.prevalence_target,feature_set,colsamp_arm,s,colsample_bylevel,colsample_bynode,max_depth,regime,n_estimators_cap,n_estimators_used,best_iteration,train_seconds,valid_rocauc,valid_prauc,test_rocauc,test_prauc,valid_latent_corr,test_latent_corr,nthread,cooc_mean,cooc_A__B,cooc_path_mean,cooc_path_A__B,valid_prauc_base,valid_rocauc_base,valid_latent_corr_base,test_prauc_base,test_rocauc_base,test_latent_corr_base,cooc_mean_base,cooc_path_mean_base,delta_valid_prauc,delta_valid_rocauc,delta_valid_latent_corr,delta_test_prauc,delta_test_rocauc,delta_test_latent_corr,delta_cooc_mean,delta_cooc_path_mean
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,27,26,0.7161490639991825,0.8098957763074885,0.2323187364370916,0.7808265671788527,0.1988318170816668,0.7460792710794759,0.7542476043997614,14,1.0,1.0,0.923963998963999,0.923963998963999,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,0.0035759225471071188,-0.0011257618652862345,0.01526444895571466,0.003536771493059615,-0.0015097769376983816,0.012236399102343087,0.0,-0.07603600103600106
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C1,0.8,0.8,1.0,4,early_stopping,1200,51,50,0.8554197810008191,0.815193718423975,0.2302748562580057,0.7917694924298007,0.1990935318433337,0.8288092583225435,0.8352705352028051,14,0.0864197530864197,0.0864197530864197,0.0533509700176366,0.0533509700176366,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,-0.0008585975749731134,0.0017561092602149664,0.0514972348843441,0.004240378281847507,0.003062183351211223,0.05027948025282103,0.0864197530864197,0.0533509700176366
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C2,0.8,1.0,0.8,4,early_stopping,1200,8,7,0.5376548749991343,0.8142357363698455,0.2257354168731063,0.7894866738014947,0.1970034990055592,0.7175054647483152,0.7305090427420017,14,0.131578947368421,0.131578947368421,0.0302346776030986,0.0302346776030986,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,-0.00539803695987251,0.0007981272060854083,-0.05980655868988416,0.0021503454440729985,0.0007793647229052958,-0.05448201220798243,0.131578947368421,0.0302346776030986
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,36,35,0.602175216001342,0.8159449215063688,0.2305509560781332,0.7909672832031094,0.2059736298324898,0.7970029242786902,0.8058729589492317,14,0.2272727272727272,0.2272727272727272,0.0938399983854529,0.0938399983854529,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,-0.0005824977548456178,0.002507312342608703,0.019690900840490855,0.011120476271003599,0.002259974124519948,0.02088190399924761,0.2272727272727272,0.0938399983854529
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C1,0.6,0.6,1.0,4,early_stopping,1200,38,37,0.5530921580066206,0.8128721213353562,0.2281362635253037,0.7842619114200287,0.2007502569222681,0.7722213598458135,0.7791615958383973,14,0.8970588235294118,0.8970588235294118,0.8267468234379998,0.8267468234379998,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,-0.0006065503646807968,0.001850583162581465,0.04140653772205227,0.00545521133366092,0.0019255673034775933,0.03715039054097902,-0.1029411764705882,-0.17325317656200023
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C2,0.6,1.0,0.6,4,early_stopping,1200,57,56,0.5408982109947829,0.8147549257295398,0.2284909052276545,0.783602888279566,0.2064199896778283,0.8083576281891839,0.8167292914256304,14,0.9885057471264368,0.9885057471264368,0.8580635839256524,0.8580635839256524,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,-0.00025190866232999154,0.003733387556765,0.07754280606542263,0.0111249440892211,0.001266544163014971,0.07471808612821218,-0.011494252873563204,-0.1419364160743476
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C3,0.6,0.6,0.6,4,early_stopping,1200,89,88,1.155481662004604,0.8135556494038029,0.2284923708284151,0.7861964533499936,0.2013677099403098,0.8411110437325853,0.8465321482832997,14,0.7899159663865546,0.7899159663865546,0.5145706767555505,0.5145706767555505,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,-0.0002504430615694053,0.002534111231028091,0.11029622160882402,0.006072664351702617,0.003860109233442488,0.10452094298588144,-0.2100840336134454,-0.48542932324444954
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C1,0.6,0.6,1.0,4,early_stopping,1200,14,13,0.4194833099973039,0.8158762037341175,0.2325130114003825,0.7863810450993339,0.2129173335032819,0.7222508327716111,0.7342176435281019,14,0.3863636363636363,0.3863636363636363,0.2542540792540793,0.2542540792540793,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,0.001379557567403683,0.002438594570357444,-0.05506119066658832,0.01806417994179571,-0.002326263979255505,-0.050773411421882186,0.3863636363636363,0.2542540792540793
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C2,0.6,1.0,0.6,4,early_stopping,1200,19,18,0.571707802999299,0.8161332436561192,0.2353612896759129,0.7896001824296802,0.205039115225264,0.744112234035336,0.7534538456302883,14,0.3469387755102041,0.3469387755102041,0.1815113457970601,0.1815113457970601,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,0.004227835842934097,0.0026956344923591002,-0.03319978940286339,0.010185961663777804,0.0008928733510907838,-0.031537209319695836,0.3469387755102041,0.1815113457970601
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C3,0.6,0.6,0.6,4,early_stopping,1200,19,18,0.6470733929963899,0.8133710811839477,0.2250849069438426,0.7878182091499988,0.1971502983924983,0.7380257054255287,0.7509605109902201,14,0.4693877551020408,0.4693877551020408,0.2141229518780538,0.2141229518780538,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,-0.006048546889136225,-6.652797981232528e-05,-0.039286318012670685,0.002297144831012121,-0.0008890999285906531,-0.034030543959764015,0.4693877551020408,0.2141229518780538
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C1,0.4,0.4,1.0,4,early_stopping,1200,33,32,0.7695758640038548,0.804740066423704,0.2236279167316854,0.7763127379933266,0.182514273911748,0.7599408396999591,0.7663225611728106,14,0.5555555555555556,0.5555555555555556,0.4978215347262967,0.4978215347262967,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,-0.005114897158299103,-0.006281471749070788,0.029126017576197816,-0.012780771676859204,-0.006023606123224501,0.02431135587539235,-0.4444444444444444,-0.5021784652737034
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C2,0.4,1.0,0.4,4,early_stopping,1200,67,66,1.2608832769983565,0.8122446936636792,0.2251880594111846,0.7857757677334029,0.1924394512408404,0.814591747612535,0.8205528087291613,14,0.8969072164948454,0.8969072164948454,0.5889900477529341,0.5889900477529341,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,-0.003554754478799882,0.0012231554909044595,0.0837769254887738,-0.0028555943477668044,0.003439423616851789,0.07854160343174299,-0.1030927835051546,-0.41100995224706594
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C3,0.4,0.4,0.4,4,early_stopping,1200,92,91,1.122007500998734,0.7982352358458595,0.2124451503329073,0.7780235261674614,0.1842567028434176,0.8002645615954302,0.8063756803815284,14,0.3524590163934426,0.3524590163934426,0.1789825839006167,0.1789825839006167,0.2287428138899845,0.8110215381727748,0.7308148221237613,0.1952950455886072,0.7823363441165511,0.7420112052974183,1.0,1.0,-0.01629766355707718,-0.012786302326915244,0.06944973947166899,-0.011038342745189583,-0.0043128179490896645,0.06436447508411014,-0.6475409836065573,-0.8210174160993833
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C1,0.4,0.4,1.0,4,early_stopping,1200,13,12,0.4473626269973465,0.8139025750916323,0.2320684534228373,0.7855043872665551,0.2113599393348617,0.69993816200783,0.7130613337885827,14,0.3953488372093023,0.3953488372093023,0.3076830146597588,0.3076830146597588,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,0.0009349995898584873,0.0004649659278722629,-0.0773738614303694,0.0165067857733755,-0.0032029218120342984,-0.0719297211614014,0.3953488372093023,0.3076830146597588
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C2,0.4,1.0,0.4,4,early_stopping,1200,10,9,0.3931392969971057,0.8113433333854713,0.2332658617658057,0.7866156092007054,0.1991691447294029,0.6808441971328154,0.6935580894795411,14,0.45,0.45,0.2134446803196802,0.2134446803196802,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,0.002132407932826874,-0.002094275778288801,-0.09646782630538397,0.0043159911679167,-0.0020916998778840457,-0.091432965470443,0.45,0.2134446803196802
phase0_20251220_230029,0,0,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C3,0.4,0.4,0.4,4,early_stopping,1200,72,71,0.8694866500009084,0.8128950620180503,0.230943413710432,0.7879481372652803,0.2030624061044843,0.8094787504963454,0.8174142068443754,14,0.3725490196078431,0.3725490196078431,0.1408095988978342,0.1408095988978342,0.2311334538329788,0.8134376091637601,0.7773120234381994,0.1948531535614862,0.7887073090785894,0.7849910549499841,0.0,0.0,-0.00019004012254680847,-0.0005425471457097819,0.03216672705814605,0.008209252542998119,-0.0007591718133090897,0.03242315189439127,0.3725490196078431,0.1408095988978342
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,64,63,0.5882888990017818,0.7647216819888294,0.1642660984737309,0.7830405003104793,0.2143193339488106,0.8259334069664583,0.8307294802842645,14,0.9574468085106383,0.9574468085106383,0.8818132222387539,0.8818132222387539,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,1,0,0.319094431004487,0.7655056855426321,0.1575715559607655,0.7815355909883466,0.1955557116396332,0.7249232408385716,0.7312717933271478,14,0.0,0.0,0.0,0.0,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C1,0.9,0.9,1.0,4,early_stopping,1200,67,66,0.7925562180025736,0.7643618594622708,0.1669791846442921,0.7839979182123201,0.2214546132614941,0.8252575729153945,0.8301927262954986,14,0.9690721649484536,0.9690721649484536,0.8595261554024443,0.8595261554024443,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,0.0027130861705612075,-0.00035982252655863967,-0.0006758340510638616,0.007135279312683512,0.0009574179018407847,-0.0005367539887659589,0.01162535643781526,-0.022287066836309655
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C2,0.9,1.0,0.9,4,early_stopping,1200,22,21,0.549811723001767,0.7589360261334518,0.1648057731121038,0.7800455880837247,0.2248829860698589,0.7516225095737293,0.7560355918658409,14,1.0,1.0,0.9902701465201464,0.9902701465201464,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,0.0005396746383729001,-0.005785655855377603,-0.074310897392729,0.010563652121048317,-0.0029949122267546313,-0.07469388841842362,0.04255319148936165,0.10845692428139253
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,110,109,1.507212142998469,0.7652687292446544,0.1662287611071601,0.7855931178348046,0.2104998261279622,0.8473799977621361,0.8508717252561685,14,0.7785714285714286,0.7785714285714286,0.6394495385566812,0.6394495385566812,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,0.001962662633429202,0.000547047255824995,0.02144659079567779,-0.003819507820848389,0.002552617524325229,0.020142244971903978,-0.17887537993920977,-0.24236368368207273
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C1,0.9,0.9,1.0,4,early_stopping,1200,21,20,0.5449738630049978,0.7699730756104036,0.1691704622145334,0.7888035342690021,0.2259939565106213,0.780029765155375,0.7840990184891928,14,0.0784313725490196,0.0784313725490196,0.0234791352438411,0.0234791352438411,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.011598906253767916,0.004467390067771526,0.05510652431680341,0.03043824487098809,0.007267943280655498,0.05282722516204508,0.0784313725490196,0.0234791352438411
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C2,0.9,1.0,0.9,4,early_stopping,1200,34,33,0.6907283919936162,0.7697575721459875,0.1721915864688751,0.7900491784008568,0.2226364400791326,0.8027655980488173,0.807999606896782,14,0.15625,0.15625,0.0415550595238095,0.0415550595238095,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.014620030508109616,0.004251886603355404,0.07784235721024568,0.027080728439499407,0.008513587412510182,0.0767278135696342,0.15625,0.0415550595238095
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,17,16,0.6127924280008301,0.7716757588398135,0.1731997320884896,0.7894110772569808,0.22224023717676,0.7677829538350904,0.7728447065256724,14,0.1702127659574468,0.1702127659574468,0.0555216060535209,0.0555216060535209,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.015628176127724103,0.006170073297181444,0.042859712996518806,0.026684525537126802,0.007875486268634213,0.04157291319852463,0.1702127659574468,0.0555216060535209
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C1,0.8,0.8,1.0,4,early_stopping,1200,67,66,0.9141111029966852,0.7650820462536092,0.1628921669845984,0.7849611922067546,0.2146777672079303,0.8283958820236964,0.8334950010582972,14,0.9484536082474226,0.9484536082474226,0.8382616238286339,0.8382616238286339,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,-0.0013739314891324794,0.0003603642647798111,0.002462475057238067,0.000358433259119717,0.0019206918962753061,0.0027655207740326926,-0.008993200263215706,-0.04355159841012002
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C2,0.8,1.0,0.8,4,early_stopping,1200,32,31,0.8822235850020661,0.7625707645551516,0.1645340939098238,0.7798083630964803,0.2172954616977896,0.7697257480849694,0.7739238639000895,14,1.0,1.0,0.9582860240118304,0.9582860240118304,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,0.0002679954360929049,-0.0021509174336777903,-0.05620765888148893,0.0029761277489790128,-0.0032321372139990645,-0.05680561638417503,0.04255319148936165,0.07647280177307647
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,104,103,1.1485177959984867,0.766661754906794,0.167636039989846,0.7822983736672597,0.2174857931690912,0.8423652676415734,0.8476246562496889,14,0.7985074626865671,0.7985074626865671,0.616191830557502,0.616191830557502,0.1642660984737309,0.7647216819888294,0.8259334069664583,0.2143193339488106,0.7830405003104793,0.8307294802842645,0.9574468085106383,0.8818132222387539,0.0033699415161151103,0.0019400729179646081,0.01643186067511504,0.0031664592202806097,-0.0007421266432195983,0.016895175965424336,-0.1589393458240712,-0.2656213916812519
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C1,0.8,0.8,1.0,4,early_stopping,1200,13,12,0.4421473059992422,0.7718321044904679,0.1720914974539181,0.788732941734647,0.2277226223328787,0.7602045008951943,0.7666332792696401,14,0.1162790697674418,0.1162790697674418,0.02984496124031,0.02984496124031,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.01451994149315261,0.00632641894783581,0.03528126005662269,0.03216691069324551,0.007197350746300457,0.03536148594249233,0.1162790697674418,0.02984496124031
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C2,0.8,1.0,0.8,4,early_stopping,1200,38,37,0.7893896840032539,0.7700574784252754,0.1736965355399408,0.7897743679466025,0.2228699188730321,0.8099435215267237,0.8153047626980345,14,0.2647058823529412,0.2647058823529412,0.0935655031243266,0.0935655031243266,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.016124979579175303,0.004551792882643291,0.08502028068815204,0.02731420723339889,0.008238776958255922,0.08403296937088678,0.2647058823529412,0.0935655031243266
phase0_20251220_230029,0,1,count_exposure,2.0,2.0,1.0,1.4,80.0,2.0,0,1.0,120,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,22,21,0.5660386109957471,0.7703694112930749,0.1716781032625648,0.7916399060980877,0.2328444112133527,0.7767930571490917,0.7799926630263757,14,0.3461538461538461,0.3461538461538461,0.1403959822229052,0.1403959822229052,0.1575715559607655,0.7655056855426321,0.7249232408385716,0.1955557116396332,0.7815355909883466,0.7312717933271478,0.0,0.0,0.014106547301799305,0.004863725750442804,0.05186981631052012,0.0372886995737195,0.01010431510974108,0.04872086969922795,0.3461538461538461,0.1403959822229052
