dgp_name,feature_set,colsamp_arm,s,max_depth,regime,test_rocauc_mean,test_rocauc_std,test_rocauc_count,test_prauc_mean,test_prauc_std,test_prauc_count,cooc_mean_mean,cooc_mean_std,cooc_mean_count,delta_valid_prauc_mean,delta_valid_prauc_std,delta_valid_prauc_count,delta_valid_rocauc_mean,delta_valid_rocauc_std,delta_valid_rocauc_count,delta_valid_latent_corr_mean,delta_valid_latent_corr_std,delta_valid_latent_corr_count,delta_test_prauc_mean,delta_test_prauc_std,delta_test_prauc_count,delta_test_rocauc_mean,delta_test_rocauc_std,delta_test_rocauc_count,delta_test_latent_corr_mean,delta_test_latent_corr_std,delta_test_latent_corr_count,delta_cooc_mean_mean,delta_cooc_mean_std,delta_cooc_mean_count,delta_cooc_path_mean_mean,delta_cooc_path_mean_std,delta_cooc_path_mean_count
continuous_logratio,F0,C0,1.0,4,early_stopping,0.7544281473953652,0.01727552154842161,12,0.1679478868049199,0.015769189140333206,12,0.5595854205637153,0.06853489240805968,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12,0.0,0.0,12
continuous_logratio,F0,C1,0.4,4,early_stopping,0.6968162388443643,0.03449167403995139,12,0.12985544627276777,0.014663889927353976,12,0.4093795022170603,0.02434326387190777,12,-0.03849542208722681,0.017166845219622327,12,-0.055415561740675946,0.02909226985566384,12,-0.16232134468972878,0.09010388623118658,12,-0.038092440532152154,0.01363565145241782,12,-0.057611908551000984,0.028215244611073456,12,-0.15797374415434853,0.08821121394111951,12,-0.15020591834665495,0.075627877840723,12,-0.16617375949758043,0.07237759215995364,12
continuous_logratio,F0,C1,0.6,4,early_stopping,0.7262484679204304,0.025750435122620426,12,0.14812027114542614,0.013006593246779679,12,0.5368249871612122,0.06060902826532255,12,-0.021942676863316673,0.013680842702974897,12,-0.027563177567504444,0.022028472819082143,12,-0.08348076031609608,0.07617867556374634,12,-0.019827615659493772,0.009663373264797753,12,-0.028179679474934882,0.023182359089273158,12,-0.08220323012800472,0.07761434220097478,12,-0.02276043340250311,0.08393929828815729,12,-0.06529022877417284,0.07663219453124136,12
continuous_logratio,F0,C1,0.8,4,early_stopping,0.7410015877126038,0.019704396335967943,12,0.16162910529863983,0.016507694800730117,12,0.5613580637120417,0.06007335117895039,12,-0.006892595513759291,0.010776930952266046,12,-0.011872427973958164,0.022240503741413314,12,-0.030831186389245258,0.06750769656665899,12,-0.00631878150628009,0.010132580471582475,12,-0.013426559682761408,0.019877871880389225,12,-0.030277122816194546,0.06804066638352917,12,0.0017726431483264294,0.06402982656235041,12,-0.0104383266427973,0.06174992101442735,12
continuous_logratio,F0,C1,0.9,4,early_stopping,0.7472094779501176,0.021026527697694187,12,0.16475887756418547,0.018396329636514955,12,0.5800843834500414,0.0394946991492096,12,-0.004374580063513181,0.009404952732205358,12,-0.005912333223769069,0.013319801282012688,12,-0.018804128985725015,0.03878009345616243,12,-0.003189009240734448,0.008854428542811274,12,-0.007218669445247637,0.013479423927735785,12,-0.019061106725283983,0.039861980829447925,12,0.020498962886326234,0.06948903723741524,12,0.004163134261407335,0.059463489866373224,12
continuous_logratio,F0,C2,0.4,4,early_stopping,0.7028466606530753,0.020527136316757857,12,0.13207473610166617,0.012074562595559819,12,0.5060006415737822,0.04921185052002102,12,-0.03832945085166798,0.01653015513366234,12,-0.0515368203259593,0.022085896091599617,12,-0.14390586743678055,0.07684064807695856,12,-0.03587315070325375,0.019028868078130638,12,-0.05158148674228993,0.024265189972490362,12,-0.14316884808258404,0.07782547873223275,12,-0.05358477898993306,0.06862953698393763,12,-0.17758280242415392,0.05798056357233119,12
continuous_logratio,F0,C2,0.6,4,early_stopping,0.7276784882730256,0.021974087983968247,12,0.1477657411750533,0.016788260129592038,12,0.5815752769607343,0.07785918795202254,12,-0.018152502926619823,0.01661152926393563,12,-0.027254872925199496,0.0259922893607523,12,-0.07883722631699898,0.08802288532417026,12,-0.020182145629866605,0.016062092118160416,12,-0.026749659122339602,0.02151927715917139,12,-0.0783011830260963,0.08971382106296595,12,0.021989856397019027,0.10358835602083874,12,-0.06499335945657665,0.08521411590911639,12
continuous_logratio,F0,C2,0.8,4,early_stopping,0.7395903774386666,0.017914272397461926,12,0.1586723113098799,0.01641636587607968,12,0.590808457564015,0.0745455745629637,12,-0.008178939314255944,0.01058235787702023,12,-0.012751991841732535,0.016130693746269104,12,-0.03916019191484738,0.06215114285107843,12,-0.00927557549504001,0.011891551334266528,12,-0.014837769956698712,0.017744933222978165,12,-0.039699573625367836,0.061742239400729225,12,0.0312230370002998,0.06013724227235745,12,-0.013149499164714631,0.05441842705862468,12
continuous_logratio,F0,C2,0.9,4,early_stopping,0.7499315690780232,0.017725861355799854,12,0.1652929147147638,0.014749333381507027,12,0.5917721123122999,0.07647158555620799,12,-0.005130437593855328,0.01217811194189591,12,-0.0051476916348187724,0.013775917337195022,12,-0.02001766672209246,0.05135091663787317,12,-0.0026549720901561102,0.008381255244481033,12,-0.004496578317341987,0.014349484909044866,12,-0.020455010997222873,0.050616959091492525,12,0.03218669174858466,0.08297604025316521,12,0.016868966662077146,0.06958193978989277,12
continuous_logratio,F0,C3,0.4,4,early_stopping,0.5839385004437994,0.03798848650203057,12,0.07827239372261412,0.013119423005245849,12,0.21635629611467366,0.05013348025463417,12,-0.09526554706231238,0.01576458515354899,12,-0.16310485959141985,0.028224458297191383,12,-0.47201567699386876,0.06587007472650977,12,-0.08967549308230581,0.011209062984787764,12,-0.17048964695156588,0.030893751641840814,12,-0.46940327570238405,0.06306655467777028,12,-0.3432291244490416,0.10862451795550572,12,-0.3631901549853455,0.09467578880386535,12
