run_id,scenario_id,rep_id,dgp_name,dgp.input_representation,dgp.dist_variant,dgp.sigma_v,dgp.kappa_sigmaU_over_sigmaV,dgp.sigma_eps,dgp.beta,dgp.distractors.p_u,dgp.distractors.u_noise_scale_mult,dgp.distractors.p_noise,dgp.distractors.noise_scale_mult,dgp.prevalence_target,feature_set,colsamp_arm,s,colsample_bylevel,colsample_bynode,max_depth,regime,n_estimators_cap,n_estimators_used,best_iteration,train_seconds,valid_rocauc,valid_prauc,test_rocauc,test_prauc,valid_latent_corr,test_latent_corr,nthread,cooc_mean,cooc_log_a__log_b,cooc_path_mean,cooc_path_log_a__log_b,valid_prauc_base,valid_rocauc_base,valid_latent_corr_base,test_prauc_base,test_rocauc_base,test_latent_corr_base,cooc_mean_base,cooc_path_mean_base,delta_valid_prauc,delta_valid_rocauc,delta_valid_latent_corr,delta_test_prauc,delta_test_rocauc,delta_test_latent_corr,delta_cooc_mean,delta_cooc_path_mean
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,109,108,35.207293757994194,0.7622672583784342,0.1980531481855653,0.7832038085503886,0.1914987118220928,0.7265762374252709,0.7326803201547392,14,0.5683453237410072,0.5683453237410072,0.4571638792861814,0.4571638792861814,0.1980531481855653,0.7622672583784342,0.7265762374252709,0.1914987118220928,0.7832038085503886,0.7326803201547392,0.5683453237410072,0.4571638792861814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,51,50,20.98840303299949,0.8105134312840263,0.2700232531109019,0.8315618929653638,0.2681561544282372,0.8908157367150368,0.8939821108932497,14,0.0,0.0,0.0,0.0,0.2700232531109019,0.8105134312840263,0.8908157367150368,0.2681561544282372,0.8315618929653638,0.8939821108932497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F0,C1,0.9,0.9,1.0,4,early_stopping,1200,109,108,34.398632639000425,0.7623796421562323,0.1968585567132286,0.7779822924020171,0.1822616537787782,0.7373123725146591,0.7398160414319717,14,0.5899280575539568,0.5899280575539568,0.4599165622546917,0.4599165622546917,0.1980531481855653,0.7622672583784342,0.7265762374252709,0.1914987118220928,0.7832038085503886,0.7326803201547392,0.5683453237410072,0.4571638792861814,-0.0011945914723366924,0.00011238377779809738,0.010736135089388199,-0.009237058043314594,-0.005221516148371519,0.0071357212772324985,0.021582733812949617,0.0027526829685102783
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F0,C2,0.9,1.0,0.9,4,early_stopping,1200,102,101,32.890897173994745,0.765695065214091,0.2036916048270857,0.7817553294276883,0.1864867067347368,0.7245866361955603,0.7323226570051096,14,0.5681818181818182,0.5681818181818182,0.4669449658086022,0.4669449658086022,0.1980531481855653,0.7622672583784342,0.7265762374252709,0.1914987118220928,0.7832038085503886,0.7326803201547392,0.5683453237410072,0.4571638792861814,0.005638456641520406,0.0034278068356567992,-0.0019896012297105914,-0.005012005087355997,-0.0014484791227002969,-0.00035766314962959456,-0.00016350555918898113,0.009781086522420768
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,101,100,33.0919106230067,0.7568605418930346,0.1980654337129102,0.7748912686829266,0.1918094264264864,0.7165406611829986,0.7228355347769427,14,0.5801526717557252,0.5801526717557252,0.4524716589602086,0.4524716589602086,0.1980531481855653,0.7622672583784342,0.7265762374252709,0.1914987118220928,0.7832038085503886,0.7326803201547392,0.5683453237410072,0.4571638792861814,1.2285527344890745e-05,-0.0054067164853995875,-0.010035576242272248,0.0003107146043936082,-0.008312539867462054,-0.009844785377796428,0.011807348014717944,-0.004692220325972829
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F1,C1,0.9,0.9,1.0,4,early_stopping,1200,69,68,24.201773959001,0.8110196663482121,0.273190119121695,0.8331565914513437,0.271424167998862,0.9166207160152862,0.9197384254933888,14,0.0202020202020202,0.0202020202020202,0.0116550116550116,0.0116550116550116,0.2700232531109019,0.8105134312840263,0.8908157367150368,0.2681561544282372,0.8315618929653638,0.8939821108932497,0.0,0.0,0.003166866010793079,0.0005062350641857893,0.025804979300249387,0.0032680135706247837,0.0015946984859799285,0.025756314600139052,0.0202020202020202,0.0116550116550116
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F1,C2,0.9,1.0,0.9,4,early_stopping,1200,67,66,24.741586486001324,0.8110686437269632,0.2704912408907707,0.8320485002822302,0.2667756803974974,0.9199927656007972,0.9227762508004664,14,0.0103092783505154,0.0103092783505154,0.0014727540500736,0.0014727540500736,0.2700232531109019,0.8105134312840263,0.8908157367150368,0.2681561544282372,0.8315618929653638,0.8939821108932497,0.0,0.0,0.0004679877798687837,0.000555212442936881,0.02917702888576046,-0.00138047403073982,0.00048660731686644976,0.028794139907216687,0.0103092783505154,0.0014727540500736
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,61,60,22.957895188999828,0.8123846313456444,0.2695898908572124,0.8328578626111314,0.2683944983432482,0.9028108157800684,0.9062088811948013,14,0.0219780219780219,0.0219780219780219,0.0039246467817896,0.0039246467817896,0.2700232531109019,0.8105134312840263,0.8908157367150368,0.2681561544282372,0.8315618929653638,0.8939821108932497,0.0,0.0,-0.00043336225368950654,0.0018712000616181168,0.01199507906503161,0.00023834391501098562,0.001295969645767614,0.012226770301551504,0.0219780219780219,0.0039246467817896
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F0,C1,0.8,0.8,1.0,4,early_stopping,1200,108,107,32.982426770999155,0.7636288701528399,0.1941357842012297,0.777156534530971,0.1863340030724381,0.7133096840790962,0.7186802371672105,14,0.6231884057971014,0.6231884057971014,0.4733303331129417,0.4733303331129417,0.1980531481855653,0.7622672583784342,0.7265762374252709,0.1914987118220928,0.7832038085503886,0.7326803201547392,0.5683453237410072,0.4571638792861814,-0.003917363984335592,0.0013616117744056355,-0.013266553346174659,-0.0051647087496546895,-0.0060472740194176255,-0.01400008298752864,0.05484308205609423,0.016166453826760296
phase0_20251220_223214,0,0,continuous_logratio,log,normal,1.0,12.0,0.05,1.4,0,1.0,120,1.0,0.05,F0,C2,0.8,1.0,0.8,4,early_stopping,1200,82,81,28.325738211999123,0.7561731311725977,0.200585175581566,0.7736721209170202,0.1927779640120721,0.6989416244517541,0.7075150217833028,14,0.6428571428571429,0.6428571428571429,0.4587898956202528,0.4587898956202528,0.1980531481855653,0.7622672583784342,0.7265762374252709,0.1914987118220928,0.7832038085503886,0.7326803201547392,0.5683453237410072,0.4571638792861814,0.0025320273960006967,-0.006094127205836575,-0.02763461297351677,0.0012792521899792908,-0.009531687633368424,-0.02516529837143633,0.07451181911613569,0.0016260163340713896
